,Name,Club,Overall,Value,foot,SM,W/F,D/W,A/W,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,PAC,SHO,PAS,DRI,DEF,PHY
1212,André Filipe Brás André,Vitória Guimarães,77,8500000.0,0,3,4,0,0,72,68,64,80,64,79,78,67,76,80,68,69,74,72,74,74,71,75,61,70,77,74,76,75,84,80,73,72,65,9,11,15,9,7,69,71,76,78,71,68
1213,Kenny Tete,Olympique Lyonnais,77,10500000.0,0,2,2,0,1,72,42,74,73,36,65,54,34,64,69,73,79,65,72,73,60,77,77,76,41,80,75,60,60,46,71,77,81,83,9,15,11,6,10,76,46,66,67,78,77
1214,Leonel Miranda,Club Tijuana,77,11500000.0,0,3,3,1,1,71,63,56,82,62,74,75,70,77,80,76,76,80,69,85,73,52,89,62,72,65,74,62,72,60,75,72,70,66,14,11,15,9,10,76,67,76,77,70,69
1215,Federico Valverde,Real Madrid,77,13000000.0,0,3,3,1,1,56,67,49,80,43,72,59,48,83,76,66,69,68,75,65,77,44,67,68,77,69,69,66,78,42,80,70,69,53,6,10,6,15,8,68,69,73,73,66,67
1216,Alfonso Pedraza Sag,Real Betis,77,12000000.0,1,3,2,1,0,78,72,64,74,59,78,68,57,70,77,81,84,72,71,63,78,63,83,71,69,72,68,69,68,64,65,73,72,73,12,6,14,7,12,83,71,72,76,71,74
1217,Morgan Schneiderlin,Everton,77,7500000.0,0,3,3,0,2,65,58,69,78,56,68,68,63,72,77,57,55,65,74,67,71,65,76,75,56,81,77,63,67,56,73,75,76,75,6,11,12,14,7,56,60,71,71,75,76
1218,Claudio Bravo,Manchester City,77,1500000.0,0,1,3,1,1,12,13,18,56,11,22,25,38,54,32,58,54,63,71,62,63,81,41,69,17,40,23,16,69,23,64,15,18,19,77,76,84,75,77,77,76,84,77,56,75
1219,Baptiste Reynet,Toulouse Football Club,77,7500000.0,0,1,3,1,1,15,17,14,33,19,11,10,14,32,21,45,45,43,75,24,56,62,34,68,15,36,16,12,35,19,62,13,12,10,76,73,75,77,80,76,73,75,80,45,77
1220,Kevin Stöger,Fortuna Düsseldorf,77,11000000.0,1,3,3,1,1,74,67,45,79,63,78,68,63,79,78,72,66,77,77,77,69,58,75,60,71,50,44,68,79,48,72,38,37,39,15,12,13,10,12,69,67,77,78,40,62
1221,Romain Hamouma,AS Saint-Étienne,77,7000000.0,0,3,4,1,0,77,73,63,77,73,79,77,70,71,79,73,72,77,72,74,70,58,71,60,73,60,39,77,76,71,73,38,41,41,14,11,14,7,13,72,73,76,78,42,63
1222,Cristiano Piccini,Valencia CF,77,9000000.0,0,3,2,0,1,73,32,68,73,34,73,64,37,62,74,76,78,64,77,64,68,70,74,79,35,74,78,66,57,35,80,74,80,78,8,9,5,7,11,77,42,66,72,76,76
1223,João Paulo Dias Fernandes,SC Braga,77,11000000.0,1,3,4,1,0,64,79,81,68,77,73,80,35,44,77,66,67,64,76,68,77,80,77,82,67,74,39,80,72,68,77,48,37,29,11,14,8,15,11,67,76,63,73,44,79
1224,Rafael Santos Borré,River Plate,77,12500000.0,0,4,3,0,0,68,76,73,71,72,77,79,67,61,76,79,79,82,73,74,75,81,86,68,72,72,39,81,72,71,78,46,33,22,11,14,14,11,8,79,75,69,77,41,74
1225,Matías Vargas,RCD Espanyol,77,13500000.0,0,4,4,1,0,77,69,45,72,64,81,70,68,70,79,93,87,89,72,93,73,60,86,65,71,62,41,71,73,68,76,42,42,37,10,13,14,10,7,90,70,73,81,42,69
1226,José Ignacio Martínez García,Real Valladolid CF,77,7000000.0,1,3,3,1,0,75,43,63,64,63,65,72,58,67,72,84,84,82,75,79,75,82,84,63,64,65,76,59,58,40,65,75,78,75,13,12,11,14,8,84,55,66,70,75,70
1227,Mauro Arambarri,Getafe CF,77,11000000.0,0,3,3,1,1,59,49,62,79,43,69,66,46,78,79,34,40,59,72,75,80,58,67,68,57,82,74,60,68,50,63,78,79,74,7,13,13,15,7,37,57,70,71,76,70
1228,Javier García Fernández,Real Betis,77,6000000.0,0,3,3,0,2,47,57,83,82,59,65,55,44,76,75,48,51,61,73,50,80,90,74,85,54,84,76,60,65,61,81,72,77,73,14,6,8,14,16,50,61,67,67,76,82
1229,Philipp Max,FC Augsburg,77,10000000.0,1,3,3,1,0,87,43,59,76,43,73,80,74,74,77,79,82,76,77,74,81,66,85,66,46,72,71,62,70,41,71,69,72,74,15,12,11,8,11,81,52,77,75,70,72
1230,Christopher Nkunku,RB Leipzig,77,13000000.0,0,3,3,0,1,72,74,59,79,59,82,77,70,72,80,78,77,78,74,78,79,59,71,63,74,62,69,76,76,65,75,69,72,70,5,6,10,15,7,77,74,75,80,69,65
1231,Enes Ünal,Real Valladolid CF,77,12500000.0,0,3,3,1,0,56,76,73,74,74,77,68,63,47,75,72,72,74,73,74,85,82,71,83,72,70,29,74,65,80,68,34,33,24,8,14,8,13,13,72,77,64,76,36,77
1232,Renan Ribeiro,Sporting CP,77,7000000.0,0,1,2,1,1,12,12,16,19,9,14,18,11,11,19,50,48,59,76,29,50,74,30,70,12,13,26,11,56,14,48,18,18,12,81,67,67,75,82,81,67,67,82,49,75
1233,Cenk Tosun,Everton,77,9000000.0,0,3,4,1,0,64,77,79,70,72,72,72,73,60,75,69,72,71,76,66,82,80,69,74,71,75,31,78,61,85,75,33,34,15,12,14,12,12,9,71,77,66,73,36,73
1234,Tomás Pina Isla,Deportivo Alavés,77,7500000.0,0,3,3,0,1,58,62,69,79,59,76,65,61,78,78,57,43,62,78,47,73,66,69,71,68,77,77,71,74,59,70,65,77,70,8,12,11,7,15,49,66,72,74,72,71
1235,Stefano Sensi,Inter,77,11500000.0,0,3,4,1,1,75,48,30,80,49,75,75,75,80,80,66,54,65,70,87,65,51,72,63,72,71,70,65,80,73,76,63,73,73,10,6,8,11,13,59,58,79,76,65,66
1236,Danny Latza,1. FSV Mainz 05,77,8500000.0,0,3,4,0,0,71,38,61,80,54,71,54,59,77,80,68,64,73,76,74,75,73,90,68,77,77,74,70,76,73,79,76,71,67,7,16,14,6,16,66,57,75,74,72,76
1237,Pione Sisto,RC Celta,77,12000000.0,0,4,4,2,0,74,76,51,70,65,86,74,75,65,80,74,81,76,68,79,79,81,65,64,72,39,49,73,75,66,71,35,55,48,12,6,12,11,11,78,75,72,82,47,60
1238,Gelson Tavares Fernandes,Eintracht Frankfurt,77,6000000.0,0,2,3,0,1,62,51,61,75,55,64,57,55,69,67,60,55,66,74,66,67,71,90,73,55,88,79,59,66,50,71,82,76,74,14,6,13,10,13,57,56,68,66,77,80
1239,Francisco L. Lima Silva Machado,SL Benfica,77,12500000.0,0,3,3,1,0,69,66,36,78,66,78,80,71,77,79,73,72,85,78,83,76,34,75,41,71,52,49,75,78,74,81,64,62,57,5,12,6,5,8,72,70,76,79,57,51
1240,Omar Colley,Sampdoria,77,10500000.0,1,2,3,0,1,44,28,79,68,24,44,38,37,60,62,57,76,59,72,44,41,63,78,88,31,84,70,28,32,33,70,76,76,79,8,7,7,14,13,67,31,52,52,75,83
1241,Mattia De Sciglio,Juventus,77,9000000.0,0,3,4,1,1,78,33,68,74,41,74,75,39,68,75,73,76,79,72,77,67,77,81,66,51,74,76,64,60,49,72,79,78,78,5,3,5,5,3,75,46,69,75,77,72
1242,Gaël Clichy,Medipol Başakşehir FK,77,4000000.0,1,4,4,1,1,74,34,68,78,59,75,64,38,73,75,76,80,76,72,73,52,70,82,66,43,55,75,68,59,45,73,74,77,75,10,11,9,11,6,78,43,70,75,75,68
1243,Danilo Manuel Vieira Espíndola,Santos,77,6500000.0,0,2,2,1,1,42,29,74,66,28,48,36,30,69,64,63,59,56,66,42,65,54,80,88,41,82,76,26,32,47,68,83,77,72,13,16,11,6,9,61,39,52,54,78,83
1244,Brandon Mechele,Club Brugge KV,77,10000000.0,0,2,4,0,1,47,33,76,57,27,52,30,33,54,61,59,67,58,69,58,56,67,76,77,24,73,78,30,34,35,70,83,83,80,11,7,13,13,12,63,35,47,56,81,75
1245,Stefan Lainer,Borussia Mönchengladbach,77,9000000.0,0,3,4,0,0,74,59,64,74,59,72,65,33,70,71,85,85,76,75,75,73,68,91,68,70,86,68,66,60,45,72,65,75,79,10,14,7,8,7,85,64,68,72,70,77
1246,Jonjo Shelvey,Newcastle United,77,10000000.0,0,3,3,2,2,73,64,67,82,64,73,69,73,84,76,58,59,62,70,65,85,64,69,71,81,84,62,66,82,71,78,60,63,61,14,11,15,8,16,59,72,79,72,62,73
1247,Rubén Sobrino Pozuelo,Valencia CF,77,10500000.0,0,3,4,1,0,58,78,70,73,73,77,71,57,50,78,78,83,73,73,64,76,64,65,69,75,65,30,75,60,66,69,54,31,21,13,8,11,7,15,81,76,63,76,41,67
1248,Giovanni Simeone,Cagliari,77,12500000.0,0,3,3,0,0,40,78,79,68,72,76,69,60,55,76,78,76,75,76,74,79,84,71,70,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11,77,75,59,76,39,71
1249,Jeremain Lens,Beşiktaş JK,77,8000000.0,0,4,4,1,0,72,72,63,74,83,80,71,68,63,78,91,88,75,77,79,80,74,74,77,75,53,23,71,70,67,76,35,39,32,16,16,14,15,6,89,74,71,79,36,71
1250,Ramiro Funes Mori,Villarreal CF,77,8500000.0,1,2,3,1,1,66,40,77,70,25,63,49,58,62,70,60,64,65,69,60,70,75,72,76,56,83,77,49,59,52,64,75,77,76,9,9,13,10,7,62,50,64,65,76,76
1251,Steve Cook,Bournemouth,77,8000000.0,0,2,3,0,1,41,32,79,71,33,55,44,32,64,67,54,52,55,77,65,48,77,66,78,26,79,77,29,45,42,70,77,78,77,14,12,7,14,12,53,34,55,60,78,75
1252,Christian Luyindama,Galatasaray SK,77,10000000.0,0,2,2,1,1,27,19,82,63,30,45,31,19,67,56,66,78,54,68,46,68,68,73,92,53,84,77,21,51,24,74,67,81,76,12,11,5,7,11,73,37,50,50,76,84
1253,Paulo André Rodrigues Oliveira,SD Eibar,77,9000000.0,0,2,2,0,1,36,25,77,67,36,60,33,29,63,67,61,65,50,72,44,61,86,70,80,29,71,75,30,41,45,60,76,79,76,14,8,11,12,7,63,35,51,61,77,76
1254,Antonín Barák,Udinese,77,11500000.0,1,4,3,1,0,72,68,60,80,64,78,62,66,78,80,63,64,63,72,63,81,57,74,77,78,58,64,74,76,66,76,25,66,62,14,15,10,12,11,64,73,76,76,52,71
1255,Gustavo Cuéllar,Al Hilal,77,10500000.0,0,3,3,0,0,53,36,66,80,39,66,50,48,73,71,72,72,71,76,69,72,72,93,74,68,73,76,66,66,49,64,75,76,73,8,12,10,15,15,72,52,68,69,74,78
1256,Alexander Djiku,RC Strasbourg Alsace,77,10500000.0,0,2,3,0,1,71,34,73,70,35,67,57,43,61,72,73,79,68,69,65,50,82,80,80,42,79,79,55,55,43,69,75,76,77,11,7,9,10,11,76,40,64,69,76,80
1257,Otávio Henrique Passos Santos,FC Girondins de Bordeaux,77,10000000.0,0,3,3,0,1,59,44,64,75,49,69,47,49,69,73,68,65,72,76,70,66,73,79,73,52,80,80,59,53,48,74,78,82,75,8,10,15,12,9,66,51,64,71,78,76
1258,Theo Walcott,Everton,77,8500000.0,0,3,3,1,1,72,73,58,71,71,80,76,74,61,77,87,87,79,76,77,76,62,67,56,65,65,35,75,71,74,74,37,39,36,11,8,9,9,8,87,72,70,79,39,61
1259,Daryl Janmaat,Watford,77,7500000.0,0,3,3,1,0,79,60,72,76,67,77,64,56,69,79,67,67,66,79,63,76,69,79,69,66,79,78,66,70,62,66,74,76,74,15,10,7,11,7,67,65,73,76,75,74
1260,Rogelio Funes Mori,Monterrey,77,9000000.0,0,3,4,1,0,65,78,77,70,72,75,75,58,65,72,78,75,75,78,72,72,79,79,78,67,78,49,80,72,70,72,25,45,44,8,10,15,6,15,76,74,68,74,43,78
1261,Alessandro Schöpf,FC Schalke 04,77,11000000.0,0,3,4,0,0,76,72,44,75,65,80,69,61,62,79,76,76,77,76,76,68,62,93,63,72,60,59,74,65,64,73,61,60,50,13,6,13,11,10,76,71,70,79,58,70
1262,Mohamed Elneny,Beşiktaş JK,77,9500000.0,0,3,3,0,1,66,57,61,78,39,68,69,56,77,76,58,59,65,75,62,78,69,88,68,67,73,76,63,70,62,77,76,74,72,7,15,15,12,6,59,63,72,70,74,74
1263,Mitchell Weiser,Bayer 04 Leverkusen,77,10500000.0,0,4,4,1,0,78,63,65,77,59,85,69,52,68,83,85,76,84,78,78,58,67,77,64,61,69,75,74,79,58,80,71,73,72,13,15,10,13,9,80,62,75,84,72,68
1264,Gonzalo Escalante,SD Eibar,77,10500000.0,0,3,3,0,1,62,66,63,76,59,67,63,52,75,74,68,68,64,72,68,79,75,80,71,63,85,78,64,70,64,74,74,76,77,10,12,7,12,11,68,67,70,69,75,76
1265,Romain Alessandrini,LA Galaxy,77,8500000.0,1,4,4,1,0,74,72,53,72,75,77,78,76,68,77,85,83,87,76,81,83,61,70,60,80,75,33,75,74,73,76,53,55,34,11,12,9,16,9,84,76,73,78,48,66
1266,Pablo Renan dos Santos,SC Braga,76,8500000.0,1,2,2,0,1,31,39,73,61,26,48,25,27,43,56,64,68,60,74,57,48,84,78,78,37,73,80,32,33,31,59,75,77,79,12,14,11,12,15,66,39,43,53,77,77
1267,David Zurutuza,Real Sociedad,76,6000000.0,0,4,5,1,1,69,75,65,78,55,78,69,59,73,77,59,54,69,81,52,65,37,53,71,70,72,78,72,77,61,71,65,67,67,10,14,11,14,7,56,70,74,76,68,65
1268,Juan Miguel Jiménez López,Real Betis,76,9000000.0,0,3,3,1,1,68,80,74,75,73,78,60,57,53,79,76,73,78,78,76,71,72,67,45,74,57,23,82,69,63,69,25,28,25,11,6,9,12,9,74,76,67,78,30,54
1269,Federico Fernández,Newcastle United,76,6000000.0,0,2,2,0,1,23,26,77,68,21,39,49,40,58,65,47,49,48,71,45,27,77,62,78,29,79,76,36,44,42,71,76,78,77,12,12,13,14,12,48,28,50,50,77,74
1270,Dimitrios Siovas,CD Leganés,76,6000000.0,1,2,3,0,1,33,38,70,72,55,62,56,28,70,69,33,32,34,68,42,66,80,70,88,37,80,79,40,49,40,68,70,77,74,9,14,11,10,10,32,44,56,61,74,82
1271,Luiz Phellype Luciano Silva,Sporting CP,76,9500000.0,0,3,3,0,1,62,76,77,63,75,70,67,68,36,74,50,58,57,77,46,85,67,73,87,77,81,31,80,61,76,79,11,34,22,13,10,16,11,13,54,78,59,69,30,81
1272,Angus Gunn,Southampton,76,8000000.0,0,1,3,1,1,14,15,14,32,19,20,20,15,41,27,48,49,40,69,42,53,64,31,66,17,28,22,14,51,25,55,20,16,14,76,73,70,74,79,76,73,70,79,49,74
1273,Fabian Johnson,Borussia Mönchengladbach,76,7000000.0,0,3,4,1,1,75,69,60,76,66,76,70,57,69,75,76,76,72,76,72,68,69,75,60,58,71,65,74,73,53,70,63,75,73,7,7,10,12,15,76,66,73,75,68,66
1274,Miroslav Stoch,PAOK,76,7500000.0,0,3,5,1,0,71,72,35,73,70,79,80,74,70,79,86,82,89,71,86,85,62,74,44,85,59,33,70,74,71,74,52,30,22,11,10,10,11,12,84,77,73,80,37,55
1275,Igor Zubeldia Elorza,Real Sociedad,76,10000000.0,0,3,3,1,1,65,67,57,81,47,72,73,65,78,77,63,57,65,74,57,70,68,68,67,68,70,75,65,78,51,71,70,75,69,6,8,9,10,13,60,66,76,72,71,68
1276,Arthur Masuaku,West Ham United,76,8500000.0,1,4,2,1,0,76,55,61,74,61,83,71,48,70,79,85,86,77,74,79,75,70,78,68,71,65,69,65,71,49,74,66,75,74,8,7,10,7,7,86,63,72,81,70,70
1277,Diego Reyes,Tigres U.A.N.L.,76,8500000.0,0,2,3,1,1,49,45,78,77,37,67,45,36,68,74,59,64,68,73,54,49,69,65,69,47,64,79,44,52,50,67,76,76,79,8,14,12,7,8,62,46,61,69,77,67
1278,João Maria Palhinha Gonçalves,SC Braga,76,9500000.0,0,2,4,1,2,44,38,75,76,54,68,54,45,73,75,40,40,50,74,44,76,80,71,86,53,78,78,47,68,56,79,77,77,67,14,10,8,7,7,40,51,65,67,76,80
1279,Nikola Milenković,Fiorentina,76,10000000.0,0,2,3,0,1,72,38,70,68,35,60,34,22,64,68,66,62,44,74,40,60,68,78,85,54,78,74,22,55,34,70,76,76,73,8,7,13,7,14,64,44,62,61,75,81
1280,Eric Maxim Choupo-Moting,Paris Saint-Germain,76,7500000.0,0,4,4,1,1,65,72,72,74,72,80,74,44,63,76,75,77,75,73,62,77,67,74,76,64,55,40,77,67,68,75,31,36,20,9,9,9,16,6,76,71,68,77,37,71
1281,Marvelous Nakamba,Aston Villa,76,8500000.0,1,3,2,0,1,46,36,55,73,41,71,45,37,73,71,76,73,76,73,78,77,78,83,80,54,85,76,55,66,38,71,78,77,75,9,15,10,15,8,74,49,63,72,75,82
1282,Jorrit Hendrix,PSV,76,9000000.0,1,2,2,0,1,58,54,71,74,54,69,52,45,82,74,70,67,70,72,74,72,77,82,74,57,80,76,69,64,53,76,74,71,73,14,8,12,8,11,68,59,67,71,73,77
1283,José Izquierdo,Brighton & Hove Albion,76,8500000.0,0,4,3,0,0,71,65,60,68,56,80,75,34,61,78,88,85,91,70,85,79,63,66,56,75,27,39,74,71,58,72,49,21,30,13,8,12,7,13,86,69,67,80,38,53
1284,Danny Ings,Southampton,76,9000000.0,0,3,3,0,0,62,76,75,69,66,77,57,36,61,76,76,75,74,74,77,74,79,66,67,67,60,39,78,68,79,70,22,24,27,10,13,12,16,6,75,74,64,76,32,66
1285,Théo Bongonda,KRC Genk,76,10500000.0,1,4,3,1,1,72,65,47,75,65,82,64,63,62,82,85,80,89,70,79,72,84,68,55,72,30,30,71,67,57,73,17,26,24,12,15,9,15,7,82,68,70,82,26,55
1286,Fedor Chalov,PFC CSKA Moscow,76,12000000.0,0,3,4,2,0,58,79,67,73,72,74,56,38,60,77,79,81,75,77,73,70,62,76,67,64,36,44,78,71,74,82,23,26,23,7,6,11,6,11,80,74,65,75,33,63
1287,Marcelo Grohe,Al Ittihad,76,4700000.0,0,1,2,1,1,10,12,14,35,10,11,18,13,22,23,43,32,40,69,34,50,45,28,65,13,45,27,13,63,24,69,14,10,17,75,73,67,77,79,75,73,67,79,37,77
1288,Bořek Dočkal,Sparta Praha,76,7500000.0,0,4,5,2,1,82,70,57,79,72,76,82,74,73,78,67,64,70,70,66,78,63,60,58,78,58,50,75,79,71,78,52,46,40,10,9,14,11,8,65,74,79,75,49,59
1289,Karim El Ahmadi,Al Ittihad,76,3000000.0,0,3,2,1,1,60,54,60,77,62,71,68,50,78,75,63,62,74,76,70,74,67,81,73,66,83,74,64,72,69,83,68,76,73,12,16,11,14,8,62,62,71,73,71,77
1290,Zack Steffen,Fortuna Düsseldorf,76,8500000.0,0,1,4,1,1,14,9,13,51,8,15,13,11,52,31,54,52,58,69,49,56,71,39,69,12,31,19,9,57,37,56,13,12,12,76,72,74,73,84,76,72,74,84,53,73
1291,Mehdi Carcela-González,Standard de Liège,76,7500000.0,1,4,3,2,0,75,72,35,72,70,82,81,71,68,78,86,77,88,71,80,77,84,62,54,76,47,39,73,69,65,84,26,38,30,8,15,14,7,12,81,73,72,81,34,56
1292,Manolo Gabbiadini,Sampdoria,76,9000000.0,1,3,3,2,1,70,79,66,72,72,77,78,77,64,79,64,67,68,74,56,82,74,59,68,77,57,18,79,72,72,71,21,24,20,12,11,11,5,5,66,79,71,76,26,64
1293,Heurelho Silva Gomes,Watford,76,775000.0,0,1,2,1,1,15,15,14,23,13,15,12,13,19,25,43,48,56,72,53,44,76,27,64,14,40,20,12,59,41,59,19,14,15,79,71,58,75,80,79,71,58,80,46,75
1294,Dalbert Chagas Estevão,Fiorentina,76,8500000.0,1,3,3,1,0,76,52,63,71,52,77,68,47,67,75,91,91,82,68,67,72,58,79,65,60,78,68,71,66,42,69,72,76,77,7,11,7,9,9,91,58,69,76,72,71
1296,Tom Cleverley,Watford,76,7500000.0,0,3,3,1,0,74,64,48,78,68,73,59,62,76,74,63,65,69,77,75,74,61,72,54,75,71,65,74,77,72,67,56,71,52,15,11,9,12,13,64,69,75,73,61,62
1297,Adam Maher,FC Utrecht,76,9500000.0,0,3,2,1,1,75,63,52,81,73,75,76,75,76,80,69,71,76,74,81,74,53,74,44,72,59,67,69,74,59,74,60,62,56,15,7,7,11,8,70,68,77,77,61,55
1298,Rani Khedira,FC Augsburg,76,8500000.0,0,2,3,1,1,42,34,74,75,29,57,38,41,68,68,54,58,59,72,57,58,66,75,79,51,79,81,43,59,46,67,73,76,75,9,13,11,12,8,56,43,61,61,76,77
1299,Mateus Uribe,FC Porto,76,7500000.0,0,3,4,0,0,68,73,67,77,50,73,63,63,76,77,76,74,70,74,69,75,75,92,75,71,72,71,71,71,68,74,73,70,69,16,13,16,7,14,75,72,72,74,71,79
1300,Denys Boyko,Dynamo Kyiv,76,4900000.0,0,1,3,1,1,11,18,18,29,7,16,11,14,41,22,49,48,58,79,28,51,75,33,79,17,38,12,9,42,15,64,19,12,11,77,69,68,74,78,77,69,68,78,48,74
1301,Aitor Fernández,Levante UD,76,7000000.0,0,1,2,1,1,30,12,20,28,15,22,34,14,26,14,58,53,70,74,48,50,82,42,48,12,15,24,15,45,24,50,14,13,12,76,74,67,75,79,76,74,67,79,55,75
1302,Héldon Augusto Almeida Ramos,Al Taawoun,76,7500000.0,0,4,3,2,0,76,72,59,67,65,79,73,71,62,77,86,85,83,74,76,75,64,74,54,67,46,31,73,74,71,74,23,25,21,7,14,11,6,14,85,71,70,78,29,58
1303,Isaac Hayden,Newcastle United,76,10000000.0,0,2,4,0,1,43,48,65,77,35,68,45,38,69,76,62,64,59,75,60,70,69,79,74,61,80,75,66,70,49,75,74,75,78,9,15,8,8,12,63,55,64,69,74,76
1304,Garry Mendes Rodrigues,Fenerbahçe SK,76,8000000.0,0,4,3,1,1,72,71,56,72,72,77,74,61,68,73,82,84,84,74,87,76,65,86,60,70,70,44,74,70,61,66,42,40,44,15,7,15,10,6,83,72,71,77,43,69
1305,Óscar Duarte,Levante UD,76,6000000.0,0,2,3,1,1,40,48,79,68,46,50,37,32,61,62,62,68,52,71,53,56,79,67,78,40,74,77,35,50,37,71,72,80,77,15,9,7,8,14,65,47,54,55,77,75
1306,Alan Franco,Independiente,76,10000000.0,0,2,2,0,1,38,28,75,67,35,51,31,35,45,67,67,63,41,73,65,50,73,79,77,28,77,75,38,43,42,63,74,80,71,6,8,12,7,13,65,34,50,57,76,77
1307,Timothy Castagne,Atalanta,76,12000000.0,0,3,3,0,1,77,58,66,73,40,75,58,33,70,76,83,82,72,76,66,62,70,85,59,52,68,76,76,66,27,68,74,73,72,14,9,15,10,15,82,56,69,75,73,68
1308,Layvin Kurzawa,Paris Saint-Germain,76,8000000.0,1,4,3,2,0,76,66,71,74,61,76,70,53,69,80,78,69,74,75,71,69,82,71,68,62,75,74,74,75,54,74,71,76,77,14,10,7,9,15,73,65,73,77,74,71
1309,Tyler Adams,RB Leipzig,76,11500000.0,0,3,3,0,0,52,48,65,77,33,70,52,42,72,71,78,74,79,77,84,51,83,86,68,46,76,74,65,71,51,75,74,76,69,6,13,12,8,7,76,48,67,72,73,75
1310,Teun Koopmeiners,AZ Alkmaar,76,10500000.0,1,3,2,1,1,75,60,72,75,64,68,68,70,75,75,67,68,66,76,69,75,75,82,76,75,69,77,67,73,74,74,75,73,72,14,8,14,12,10,68,67,74,70,74,76
1311,Andreas Granqvist,Helsingborgs IF,76,2900000.0,0,2,3,0,1,49,51,77,69,37,49,36,40,67,61,36,37,55,73,36,74,58,58,85,59,81,79,54,49,79,77,79,75,75,7,9,12,10,15,37,58,58,54,77,76
1312,Ismaël Traoré,Angers SCO,76,4900000.0,0,2,2,1,1,43,22,79,66,19,35,48,58,65,62,51,51,62,70,60,45,75,73,88,45,79,73,20,52,49,68,73,75,74,6,10,16,6,15,51,32,57,49,74,82
1313,Néstor Araújo,RC Celta,76,8000000.0,0,2,3,1,2,32,34,77,72,36,53,44,45,66,69,67,69,45,71,62,57,65,69,87,39,65,76,30,43,54,71,74,78,76,7,8,13,6,9,68,41,55,58,76,77
1314,Robert Snodgrass,West Ham United,76,7000000.0,1,3,3,1,0,82,71,44,74,65,76,82,82,72,81,63,60,71,74,67,81,57,70,69,77,82,46,77,79,73,78,42,56,41,8,15,14,12,10,61,74,77,76,47,71
1316,Serkan Kırıntılı,Atiker Konyaspor,76,3400000.0,0,1,2,1,1,12,13,16,24,12,13,11,14,23,13,41,56,61,75,51,51,78,30,59,12,32,24,16,36,10,65,14,15,15,76,73,68,76,79,76,73,68,79,49,76
1318,Oscar Wendt,Borussia Mönchengladbach,76,3500000.0,1,3,3,1,1,78,56,64,76,50,73,76,60,70,76,72,68,68,78,69,75,68,75,67,64,72,77,73,73,65,75,72,77,73,9,12,10,13,11,70,62,74,73,74,70
1319,Filip Benković,Leicester City,76,11000000.0,0,2,3,1,1,33,38,76,68,19,52,44,54,68,60,61,66,53,70,42,74,77,76,84,38,80,74,37,54,42,75,73,75,75,15,8,6,10,8,64,44,56,55,74,81
1320,Vladimír Darida,Hertha BSC,76,7500000.0,0,3,4,0,0,70,67,41,77,65,74,78,69,75,77,66,64,79,74,82,75,76,85,48,75,56,69,72,73,76,79,72,67,59,16,14,16,14,14,65,71,74,76,66,60
1321,Mark Noble,West Ham United,76,6000000.0,0,3,3,0,0,71,60,62,77,68,74,71,67,79,76,44,38,62,74,71,74,56,69,66,69,85,73,64,78,88,77,71,74,76,7,6,14,16,11,41,67,76,73,72,70
1322,Dorlan Pabón,Monterrey,76,7000000.0,0,3,4,0,0,70,72,51,74,77,76,76,74,71,73,86,85,81,76,81,88,77,84,84,77,74,44,77,74,73,72,30,40,33,15,11,15,14,9,85,77,73,76,38,82
1323,Juan Guilherme Nunes Jesus,Roma,76,7000000.0,1,2,2,0,2,62,20,74,58,17,60,48,36,56,55,73,75,66,73,58,62,88,72,76,35,88,76,35,34,37,73,76,78,75,12,11,7,8,14,74,33,52,60,76,78
1324,Marouane Fellaini,Shandong Luneng TaiShan FC,76,6500000.0,0,3,3,1,1,61,73,92,80,68,67,64,46,66,80,38,46,48,81,49,75,70,79,92,63,92,74,83,72,64,75,75,77,63,8,6,9,15,16,42,71,70,69,76,88
1325,Jackson Martínez,Portimonense SC,76,6000000.0,0,3,4,1,1,56,74,82,67,75,71,70,46,58,75,66,67,68,71,58,80,77,62,84,68,75,30,75,64,70,74,12,36,33,15,5,12,14,14,67,74,62,71,32,76
1326,Adrián Embarba Blazquez,Rayo Vallecano,76,8000000.0,0,3,3,1,1,71,72,45,78,53,75,62,65,75,71,77,80,83,76,78,69,60,80,62,68,56,49,75,77,62,70,41,52,49,13,6,6,14,11,79,69,75,75,47,65
1327,Nicolás Sánchez,Monterrey,76,3600000.0,0,2,3,0,1,58,50,80,68,60,58,57,46,64,62,47,45,56,72,46,55,90,78,85,20,76,72,40,45,78,74,75,74,73,9,8,16,14,6,46,46,59,59,74,82
1329,Giovanni Moreno,Shanghai Greenland Shenhua FC,76,4700000.0,1,4,3,1,1,60,73,80,75,78,80,66,60,64,75,75,71,74,69,80,73,82,78,76,73,72,43,77,76,78,70,50,50,62,7,13,12,15,15,73,74,69,77,53,76
1330,Santiago Ascacíbar,VfB Stuttgart,76,9500000.0,0,2,3,0,1,51,36,47,70,47,62,47,41,67,63,74,66,79,74,88,53,83,92,61,64,90,83,31,60,48,65,80,80,78,6,10,5,14,9,70,46,61,66,77,76
